amazon-order-id,merchant-order-id,purchase-date,last-updated-date,order-status,fulfillment-channel,sales-channel,order-channel,url,ship-service-level,product-name,sku,asin,item-status,quantity,currency,item-price,item-tax,shipping-price,shipping-tax,gift-wrap-price,gift-wrap-tax,item-promotion-discount,ship-promotion-discount,ship-city,ship-state,ship-postal-code,ship-country,promotion-ids,is-business-order,purchase-order-number,price-designation,signature-confirmation-recommended
111-4597894-9639435,,2023-06-29T19:52:06+00:00,2023-07-01T06:09:18+00:00,Shipped,Merchant,Amazon.com,WebsiteOrderChannel,,Standard,Daily Chef Distilled White Vinegar 2/1 gallon jugs (4 PACK),30-6741-MGK3,B07N1XNMPN,Shipped,1,USD,26.69,,,,,,,,Maricopa,AZ,85139,US,,FALSE,,,FALSE
112-1721022-6953831,,2023-06-29T19:21:15+00:00,2023-07-07T05:50:29+00:00,Shipped,Merchant,Amazon.com,WebsiteOrderChannel,,Standard,"Member Mark Ultra Dinner Paper Plates (10"", 204 ct.)",YY-N880-MJHX,B08W4K3ZM8,Shipped,1,USD,30,2.18,,,,,,,BELLEFONTAINE,OH,43311-1538,US,,FALSE,,,FALSE
114-8459070-8297066,,2023-06-29T19:10:14+00:00,2023-07-07T05:40:13+00:00,Shipped,Merchant,Amazon.com,WebsiteOrderChannel,,Standard,"Member Mark Ultra Dinner Paper Plates (10"", 204 ct.)",YY-N880-MJHX,B08W4K3ZM8,Shipped,3,USD,90,6.75,,,,,,,GAINESVILLE,FL,32609-6016,US,,FALSE,,,FALSE
113-2696508-4578620,,2023-06-29T18:55:02+00:00,2023-07-01T19:26:43+00:00,Shipped,Merchant,Amazon.com,WebsiteOrderChannel,,Standard,"Member's Mark Paper Cold Cup, 9 oz. (360 ct.)",FT-JIUG-0MUU,B06ZZJZVRK,Shipped,1,USD,25.98,2.27,,,,,,,WALNUT CREEK,CA,94595-1452,US,,TRUE,TICE CREEK,,FALSE
113-4811456-9421016,,2023-06-29T18:47:38+00:00,2023-07-07T05:56:43+00:00,Shipped,Merchant,Amazon.com,WebsiteOrderChannel,,Standard,"Member Mark Ultra Dinner Paper Plates (10"", 204 ct.)",YY-N880-MJHX,B08W4K3ZM8,Shipped,1,USD,30,1.8,,,,,,,OAKLAND,MD,21550-4330,US,,TRUE,Office,,FALSE
112-3408214-0026609,,2023-06-29T18:46:44+00:00,2023-06-30T04:49:35+00:00,Shipped,Merchant,Amazon.com,WebsiteOrderChannel,,Standard,"Member's Mark Paper Cold Cup, 9 oz. (360 ct.)",FT-JIUG-0MUU,B06ZZJZVRK,Shipped,2,USD,51.96,4.94,,,,,,,TEMPLE CITY,CA,91780-2105,US,,TRUE,,,FALSE
113-9679682-4666666,113-9679682-4666666,2023-06-29T18:34:56+00:00,2023-07-01T07:23:24+00:00,Shipped,Amazon,Amazon.com,,,Expedited,Member's Mark Animal Crackers (5 Lbs.),75-JXH2-UZ19,B077S4VRQ3,Shipped,1,USD,24.98,2,,,,,,,GADSDEN,AL,35901-5818,US,,FALSE,,,FALSE
112-4364410-2087430,,2023-06-29T18:25:19+00:00,2023-06-30T04:49:33+00:00,Shipped,Merchant,Amazon.com,WebsiteOrderChannel,,Standard,"Member's Mark Paper Cold Cup, 9 oz. (360 ct.)",FT-JIUG-0MUU,B06ZZJZVRK,Shipped,1,USD,25.98,1.75,,,,,,,PRICE,UT,84501-2042,US,,TRUE,,,FALSE
113-7021530-3397866,,2023-06-29T18:24:50+00:00,2023-06-30T04:49:36+00:00,Shipped,Merchant,Amazon.com,WebsiteOrderChannel,,Standard,"Member's Mark Paper Cold Cup, 9 oz. (360 ct.)",FT-JIUG-0MUU,B06ZZJZVRK,Shipped,1,USD,25.98,2.24,,,,,,,VALLEY STREAM,NY,11581-3523,US,,FALSE,,,FALSE
112-4635107-1037022,,2023-06-29T18:20:29+00:00,2023-07-01T05:58:09+00:00,Shipped,Merchant,Amazon.com,WebsiteOrderChannel,,Standard,"Member's Mark Distilled White Vinegar 1 gal. jug, 2 ct. A1",P7-Y6CG-IMD0,B07CN5K12R,Shipped,1,USD,14.19,,,,,,,,SHELBY TOWNSHIP,MI,48317-4172,US,,FALSE,,,FALSE
114-9989082-9780226,,2023-06-29T17:57:47+00:00,2023-08-11T19:07:49+00:00,Shipped,Merchant,Amazon.com,WebsiteOrderChannel,,Standard,"Member Mark Ultra Dinner Paper Plates (10"", 204 ct.)",YY-N880-MJHX,B08W4K3ZM8,Shipped,2,USD,60,,,,,,,,PENN YAN,NY,14527-1033,US,,TRUE,ALS/Snacks,,FALSE
114-3187223-7281815,,2023-06-29T17:52:59+00:00,2023-07-07T05:54:34+00:00,Shipped,Merchant,Amazon.com,WebsiteOrderChannel,,Standard,"Member Mark Ultra Dinner Paper Plates (10"", 204 ct.)",YY-N880-MJHX,B08W4K3ZM8,Shipped,4,USD,120,10.92,,,,,,,OVERLAND PARK,KS,66212-2547,US,,TRUE,Office Supplies,,FALSE
